Reaction	In-Pathway
BILE-SALT-SULFOTRANSFERASE-RXN	
RXN-9582	PWY-5979
RXN-10567	PWY-6254
RXN-23061	PWY-8360
RXN-7894	
4-PYRIDOXOLACTONASE-RXN	PWY-5499
RXN66-164	PWY66-221
RXN-20953	
RXN0-5292	
RXN0-4581	
RXN-19562	
RXN-682	PWY-761 // PWY-7989 // PWY-7988
RXN-18203	PWYQT-4450 // RXNQT-4174
R107-RXN	P184-PWY
3.2.1.73-RXN	
RXN1A0-6094	PWY1A0-6120
D-XYLOSE-1-DEHYDROGENASE-NADP+-RXN	
RXN-12472	
RXN-17650	PWY-8151 // PWY-6946
RXN-21481	PWY-8152
4.2.3.11-RXN	
RXN-12293	PWY-6786
1.2.7.4-RXN	PWY-8480 // METH-ACETATE-PWY // RXN-12907 // RXN-22569 // RXN-22566 // CODH-PWY // PWY-6780 // PWY-5372 // CDHMSARC-RXN
RXN-8625	PWY-5439
ARACHIDONATE--COA-LIGASE-RXN	
RXN-10683	PWY-7999
RXN-19414	PWY-7982
RXN-15743	PWY-7541
RXN0-1281	
RXN-13523	PWY-5748
RXN-15475	PWY-7490
RXN-20342	PWY-8041
RXN-13736	
RXN-12408	RXN-17384 // PWY-6808
RXN-17974	PWY-7811
RXN-17606	PWY-7779 // PWY-7778
RXN-9528	PWY66-430 // PWY-8279 // PWY1A0-6120 // PWY-5971
RXN-22263	
RXN-12452	PWY-6824
RXN-13551	PWY-7079
RXN-8711	PWY-5473
RXN-15220	
RXN-12301	
RXN-20916	
PROSTAGLANDIN-I-SYNTHASE-RXN	PWY-8397 // PWY66-374
RXN1F-150	PWY-7938 // PWY-7939 // PWY-5943 // PWY-7591
RXN18C3-32	PWY18C3-9
RXN-12985	
RXN-11462	PWY-6526
RXN-17334	PWY-7407 // RXN-17335
RXN66-546	
TARTRATE-DECARBOXYLASE-RXN	
RXN-22556	PWY-6470
RXN6666-9	PWY6666-2
RXN-15924	PWY-7568
RXN-20731	
MERMBARK-RXN	PWY-5209
RXN-22734	ASNSYNB-RXN
MALEYLPYRUVATE-ISOMERASE-RXN	PWY-6223 // PWY-7044
RXN-24497	PWY-8514
RXN-14985	PWY-7396
RXN-16551	PWY-7656
RXN-13372	
RXN-18575	
RXN2B4Q-57	PWY2B4Q-7
RXN-17396	PWY-7754 // PWY-7755
RXN-23539	
RXN-7563	
RXN-21157	PWY-6432 // RXN-11223
RXN-20946	
RXN-16091	PWY-7599
RXN-15955	RXN-19725 // PWY-7572
RXN-17854	PWY-7800
RXN-11327	PWY-6467
RXNQT-4192	PWY-282
RXN-1122	
RXN185E-13	PWY185E-1
PHOSPHOGLUCOKINASE-RXN	
PELUDP-RXN	PWY-7267
RXN1G-384	PWYG-321
RXN-7687	PWY-5060 // PWY-6787
RXN-7855	PWY-5140
3.1.1.78-RXN	PWY-5301
RXN0-5107	
PYRUVATE-OXIDASE-COA-ACETYLATING-RXN	
RXN185E-53	PWY185E-9
RXN-8805	PWY-5534
RXN-15387	
RXN-24570	
RXN-4312	PWY-2681
RXN-11807	PWY-6658
RXN-22434	PWY-7429
RXN-9772	PWY-8277
R425-RXN	P482-PWY
RXN-24426	PWY-8504
1.14.13.61-RXN	
RXN-16773	
RXN-18714	PWY-7895
RXN-8010	PWY-5161 // PWY-6401
RXN-14887	PWY-6805
RXN-9282	PWY-5872
RXN-10814	PWY-8014 // ANAPHENOXI-PWY // PWY-5079 // PHESYN // PWY-6318
FLUORENE-OXYGENASE-RXN	FLUORENE-DEG-9-ONE-PWY // PWY-1381
RXN-801	
RXN-13560	PWY-7081
RXN-16136	PWY-7606
RXN-17744	
RXN-22823	
RXN-4844	PWY-2961
RXN-24216	
RXN-14261	
RXN-22746	PWY-8326 // RXN-22747
OAHTHAUERA-RXN	
RXN-19545	RXN-19544
RXN-11805	PWY-6658
RXN-21710	PWY2PN3-13 // PWY-4981
RXN-13728	
RXN-18667	PWY-6801
RXN-18659	PWY-7883
RXN-23702	
RXN-13871	
RXN-13521	PWY-7071
RXN-18511	
RXN-23190	PWY-8373
KYNURENINASE-RXN	PWY-6309 // TRPCAT-PWY
4.2.2.14-RXN	
NAG6PDEACET-RXN	GLUAMCAT-PWY // PWY0-1261 // PWY-6906
RXN-21561	PWY-8165
RXN-24026	PWY-8464
OXALATE--COA-LIGASE-RXN	PWY-7985
RXN-8594	
3.2.1.6-RXN	
RXN-9400	PWY-5922
RXN-14176	
RXN-13154	PWY-7010
RXN-12595	
RXN-1064	PWY-321
RXNQT-4318	
RXN-12427	PWY-6815
RXN-21280	
RXN2B4Q-56	PWY2B4Q-7
RXN-21942	
RXN-19923	
S-6-HYDROXYNICOTINE-OXIDASE-RXN	
BIOTIN--COA-LIGASE-RXN	
RXN-18697	
RXN-15068	PWY-7417
RXN-17981	PWY-7812
VOMIFOLIOL-4-DEHYDROGENASE-RXN	
RXN-11073	PWY-6400
RXN-16902	PWY-7693
RXN-23724	PWY-8435
RXN8J2-82	
2.7.9.5-RXN	
LINABSPON-RXN	GAMMAHEXCHLORDEG-PWY
2.1.1.90-RXN	
RXN-18990	RXN-18989
RXN-16294	
RXN-23039	PWY-8358
RXN-19023	
RXN-8472	PWY-5398
RXN-19858	PWY-8012
RXN-22166	PWY-8234 // PWY-8232 // PWY-8233
1.1.1.222-RXN	PWY-5048
RXN-21377	PWY-8139
CDPDIGLYPYPHOSPHA-RXN	
RXN-13064	PWY-6992
RXN-12005	
RXN-21212	PWY-6955
1.13.11.9-RXN	PWY-6993 // PWY-7128 // PWY-8085 // PWY-722
RXN-20726	PWY-7512
RXN-18845	PWY-7913
RXN-13547	PWY-7077
RXN-21684	PWY-8175
RXN-12529	PWY-6841
RXN-13497	RXN-13507 // PWY-7067
PROTEIN-TYROSINE-PHOSPHATASE-RXN	
2.3.1.173-RXN	
RXN-14468	
3.2.1.35-RXN	
RXN-11646	RXN-18154 // PWY-6592
RXN-12755	PWY-6940
ALDOSE-6-PHOSPHATE-REDUCTASE-NADPH-RXN	PWY-5054
RXN-20663	PWY-8058
RXN-10707	PWY-735
2.1.1.147-RXN	
RXN-14789	PWY-7338
RXN-19005	PWY-7920
3.5.1.64-RXN	
2.1.1.5-RXN	PWY-3661 // PWY-3661-1 // ADENOSYLHOMOCYSCAT-PWY
RXN-15203	PWY-7586
RXN-13970	PWY-7256
RXN-15560	PWY-7511
RXN-15896	PWY-7563
RXN-9205	PWY-5844
MANNONOXIDOREDUCT-RXN	PWY-7242
RXN-22131	PWY-8220
RXN-7812	PWY-5808 // PWY-5133
RXN-21537	
PYRIDOXAL-4-DEHYDROGENASE-RXN	PWY-5499
RXN-10448	PWY-6228
RXN-18634	PWY-7880
RXN-21652	PWY-8174
RXN-10133	PWY-6200
RXN-19827	
2.7.1.80-RXN	
RXN-8935	
RXN-17773	
RXN-12480	
RXN-11234	
RXN-18274	PWY-7836
RXN-10465	
RXN-12436	PWY-6821
RXN-21010	
RXN-9958	PWY-6373
RXN-20539	
RXN-23070	PWY-5140
1.1.3.37-RXN	PWY3O-6
GERANIOL-DEHYDROGENASE-RXN	PWY-5829
RXN66-681	PWY66-432
RXN-20934	PWY-8090 // PWY-8092
RXN-17332	PWY-6633
GLYCEROL-DEHYDRATASE-RXN	PWY-7385 // PWY-6130
RXN8J2-151	PWY8J2-25
GLUTDECARBOX-RXN	PWY-8346 // PWY0-1305 // GLUDEG-I-PWY
RXN-9552	PWY-5367
RXN-15977	PWY-7854 // PWY-7574
RXN-11710	PWY-6626
RXN-9499	PWY-5960
RXN-19264	PWY-8483 // PWY-7957 // PWY-7959 // PWY-7958 // PWY-7956
RXN-17786	
RXN-11118	PWY-6408
RXN-16838	PWY-6024
RXN-21598	
2.3.1.125-RXN	
2KETO-3METHYLVALERATE-RXN	PWY-8173 // ILEUDEG-PWY
2.4.1.192-RXN	
RXN-14172	PWY-5140
RXN-4561	PWY-2467 // PWY-2229
RXN-23511	PWY-8412 // PWY-8400
ARYLFORMAMIDASE-RXN	PWY-7765 // PWY-5651 // PWY-6309 // PWY-7717 // TRPCAT-PWY
6PGLUCONOLACT-RXN	PWY-8004 // GLYCOLYSIS-E-D // P122-PWY // RUMP-PWY // OXIDATIVEPENT-PWY
RXN-19379	PWY-6807
RXN3O-1380	SPHINGOLIPID-SYN-PWY // PWY-5129
RXN-8017	PWY-5170
RXN1A0-6307	PWY1A0-6325
HISTAMINE-N-METHYLTRANSFERASE-RXN	PWY-6181
RXN-8178	PWY-5286 // PWY-5310
RXN-16927	
DIGLUCO-DOCOSANOATE-ACETYLATION-RXN	
RXN-19354	RXN-19355
RXN-20586	PWY18C3-2
RXN-20014	
SAICARSYN-RXN	PWY-7234 // PWY-6123 // PWY-6124
RXN-12177	PWY-6572
ALTRO-OXIDOREDUCT-RXN	GALACTUROCAT-PWY
GALACTOSYLCERAMIDE-SULFOTRANSFERASE-RXN	
PYROGALLOL-12-OXYGENASE-RXN	PWY-7009
RXN-11067	PWY-6399
RXN-22367	PWY-8265
RXN-9278	PWY-5871
HYDROXYMALONATE-DEHYDROGENASE-RXN	
RXN-15681	PWY-7533
RXN-22239	PWY-8245
RXN-18523	
RXN-8822	PWY-5642
GDP-6-DEOXY-D-TALOSE-4-DEHYDROGENASE-RXN	PWY-5738
3.1.3.70-RXN	PWY-5656
R281-RXN	PWY-301
RXN-24387	
2.1.2.8-RXN	
RXN-21615	PWY-8173
STRICTOSIDINE-SYNTHASE-RXN	PWY-5290
RXN-21111	PWY-8117 // RXN-21147
NAD+-ADP-RIBOSYLTRANSFERASE-RXN	
RXN-14825	PWY-7352
RXN-15892	RXN-18853 // PWY-7562
RXN-3521	PWY-2261 // RXN-12440
RFFTRANS-RXN	PWY-7315
RXN-18044	PWY-7818
RXN-16776	
RXN-7597	PWY-5037 // PWY-5039 // PWY-5038
RXN-24114	
3.2.1.152-RXN	
RXN-19798	PWY-8152 // PWY-6944
RXN-22736	RXN-22735
RXN-21296	PWY-8167
RXN-21739	PWY-8179
RXN-6683	PWY-6949
NAD-SYNTH-NH3-RXN	PWY-8511 // PWY-8352 // PWY-8277 // PWY-7761 // PYRIDNUCSAL-PWY // PYRIDNUCSYN-PWY
RXN-18526	TYROSINE-23-AMINOMUTASE-RXN
RXN-20004	PWY-8023
RXN-23536	PWY-8408
RXN-21893	
RXN-20556	PWY-8051
RXN-14155	
RXN-19913	
RXN-8720	PWY-5476
RXN-720	PWY-699 // PWY-2582
RXN-15024	PWY-7405
RXN-23370	CITRULLINASE-RXN
RXN-13899	PWY-7157
RXN-18466	
RXN-1828	
RXN-4703	PWY-2861
RXN-23131	PWY-8366
RXN-17352	PWY-6824 // PWY-5466 // PWY-5469
RXNQT-4172	PWYQT-4450
RXN2DNV-6	PWY2DNV-2
RXN-9362	PWY-5891
RXN-8453	PWY-1901
D-AMINO-ACID-N-ACETYLTRANSFERASE-RXN	
RXN-20213	
2.5.1.63-RXN	PWY-6644
RXN-11422	PWY-1187 // RXN-18161
2.3.1.90-RXN	PWY-5475
RXN-19675	PWY-8000 // RXN-19676
RXN-9351	RXN-13194 // PWY-5887
RXN-18460	
RXN-21845	
2.7.8.25-RXN	PWY-5796 // P2-PWY
RXN-16101	PWY-7602
RXN-22984	PWY-8353
RXN-12453	PWY-6824
RXN1G-445	PWYG-321
UDP-GLUCURONATE-4-EPIMERASE-RXN	PWY-6415 // PWY-4861
RXN-15885	PWY-7561
RXN-15614	
DEXTRIN-DEXTRANASE-RXN	
1.14.13.57-RXN	PWY-5287
RXN-18384	PWY-7854
RXN-11182	
RXN-23712	
RXN-8454	PWY-1901
RXN-23703	
RXN-23976	PWY-8459
RXN-9523	PWY-7388 // PWY-8279 // PWY1A0-6120 // PWY-5971
RXN66-103	PWY66-201
RXN-22808	
RXN-8626	PWY-5443
RXN-685	PWY-761
2.5.1.39-RXN	PWY-6978 // PWY-5856 // PWY-5871
RXN66-515	PWY-8400 // PWY66-397
RXN490-3608	
RXN-11903	PWY-6888
BETA-CYCLOPIAZONATE-DEHYDROGENASE-RXN	PWY-7555
RXN-17711	
RXN-20915	
RXN-21650	PWY-8174
RXN-22099	PWY-8211
RXN-12461	PWY-6829 // PWY-7888
RXN-16234	PWY-6401
RXN-18091	PWY-7823
RXN-11686	PWY-7897 // PWY-6602
2.3.1.121-RXN	
RXN18C3-6	PWY18C3-3 // PWY18C3-2
RXN-12075	PWY-6692
DHDOGALDOL-RXN	NPGLUCAT-PWY
RXN-22371	
RXN-7607	PWY-6596
FRUCTOSE-5-DEHYDROGENASE-NADP+-RXN	
RXN66-491	PWY66-392
RXN-20671	
RXN-22148	PWY-8226
RXN-23840	PWY-6986
RXN-24150	
3-CHLORO-D-ALANINE-DEHYDROCHLORINASE-RXN	
RXN-16046	PWY-5997
RXN-17065	
5-METHYLTHIOADENOSINE-PHOSPHORYLASE-RXN	PWY185E-5 // PWY-6756
HYDROXYMETHYLGLUTARYL-COA-HYDROLASE-RXN	
RXN-14495	PWY-6433
SECONDARY-ALCOHOL-OXIDASE-RXN	
RXN-21438	
RXN-17955	PWY-7805
RXN-18128	PWY-7826
RXN-13160	O-AMINOPHENOL-OXIDASE-RXN
AMP-DEAMINASE-RXN	PWY-6596
RXN-5123	PWY-3041
RXN-24160	
RXN0-313	
RXN-17515	PWY-8217
RXN-7101	PWY0-1264
RXN-6002	PWY-3641
RXN-18133	PWY-7826
RXN2B4Q-51	PWY2B4Q-4
RXN-6562	PWY-4002
RXN-15716	PWY-7536
RXN-19756	PWY-7766 // RXN-17519
RXN-8908	PWY-7614
RXN-19948	PWY-6888
RXN-9788	PWY-6892
RXN-23545	PWY-8407
RXN-11859	PWY-6829
1.14.13.33-RXN	
RXN-9732	PWY-6041
RXN-22524	PWY-8297
RXN-1348	
L-LACTATE-DEHYDROGENASE-CYTOCHROME-RXN	PWY-8377 // PWY-5458
RXN0-5073	
RXN-23340	
RXN-20223	
RXN-10990	PWY-6374
RXN-17261	PWY-7742
RXN-9314	PWY-5876
RXN-21883	
RXN-12168	PWY-6728
RXN-17524	PWY-7767
RXN-17087	PWY-6191
RXN-23768	PWY-8438
6-BETA-HYDROXYHYOSCYAMINE-EPOXIDASE-RXN	PWY-5317 // PWY-7341
RXN-9715	PWY-6024
CYTIDEAM2-RXN	PWY-7193 // PWY0-1295 // PWY-6556
RXN-14716	PWY-7307
RXN-9144	PWY-5818
RXN-9729	PWY-6060 // PWY-5794
1.5.4.1-RXN	PWY-7442
1.14.99.38-RXN	
RXN-22615	
RXN-18400	PWY-5068 // RXN-13398
GDP-4-DEHYDRO-D-RHAMNOSE-REDUCTASE-RXN	GDPRHAMSYN-PWY
RXN-25	PWY-5
CIS-2-ENOYL-COA-REDUCTASE-NADPH-RXN	
RXN-22593	
RXN-21397	PWY-8141 // RXN-21398
GLYCOLALD-DEHYDROG-RXN	PWY0-1280 // DARABCATK12-PWY
1.14.13.35-RXN	
RXN-12819	
RXN-21692	PWY-8175
RXN1F-168	PWY-5035
URIDINE-NUCLEOSIDASE-RXN	PWY-6556
ARACHIDONATE-5-LIPOXYGENASE-RXN	PWY-8411 // PWY-8410 // PWY-8397 // PWY66-392 // PWY66-375
4.1.1.84-RXN	
RXN-20950	
4.2.3.19-RXN	PWY-5032
RXN-19164	PWY-7943
RXN-21474	PWY-8151
GALACTURAN-14-ALPHA-GALACTURONIDASE-RXN	PWY-7248
RXN-20288	PWY-8036
RXN-15208	
RXN-23637	RXN-23622
RXN-9395	
RXN-11856	PWY-6829
GLYCEROL-2-PHOSPHATASE-RXN	
RXN-19009	PWY-7920
RXN-23564	PWY-8411
RXN66-144	PWY66-201 // PWY66-221
RXN-16967	PWY-7703 // RXN-16969
RXN-12171	PWY-6737 // PWY-6731
RXN-14204	
RXN0-6450	
RXN-8231	PWY-5307
RXN-18825	
RXN-13776	
RXN-20403	
RXN-17621	
RXN66-241	PWY-6342 // PWY66-301
RXN-22036	PWY-8196
RXN-10873	
RXN-15747	PWY-7542
RXN-24236	
LYSINE-CARBAMOYLTRANSFERASE-RXN	
RXN-22079	
SIROHEME-FERROCHELAT-RXN	PWY-5194
RXN-15044	PWY-7411
RXN-21188	
RXN-17924	RXN-15712
RXN-11376	PWY-6483
RXN-13949	PWY-7168
RXN-16507	PWY-7650
OXALOACETASE-RXN	PWY-6699
RXN-22249	PWY-8246
RXN-8623	PWY-5439
RXN8J2-165	PWY-8489
RXN-11292	PWY-6448
RXN-18920	PWY-7919 // RXN-18911
RXN-20614	RXN-20620
RXN-5321	
RXN-17281	PWY-7743
RXN-9083	PWY-6219 // PWY-5788
RXN-12150	PWY-6720
RXN-23153	PWY-8367
RXN-16714	PWY-7671
RXN-23134	PWY-8366
RXN-2424	PWY-1361
4-HYDROXYBENZOATE-3-MONOOXYGENASE-RXN	PWY-8486 // PWY-8473 // PWY-8002 // PWY-7934 // PWY-7935 // PWY-7757 // PWY-7700 // PWY-6215 // 4-HYDROXYMANDELATE-DEGRADATION-PWY
RXN-12148	PWY-6718
RXN-21247	
RXN-18594	PWY-7873
RXN-10909	PWY-6342
3.1.3.68-RXN	PWY-8121
RXN-13515	PWY-7071
RXN-15758	
RXN-17034	PWY-7711
RXN-13499	RXN-13507 // PWY-7067
LINOLEOYL-RXN	PWY-6917
RXN-13678	PWY-7112
RXN-14935	
ITACONYL-COA-HYDRATASE-RXN	PWY-5749
RXN-23280	PWY-8381 // RXN-23282
2.4.99.3-RXN	
RXN-23970	
RXN-13344	PWY-7040
RXN-17197	PWY-7769
RXN-15954	PWY-6722
RXN-23924	
RXN-14398	PWY-6141
RXN-18878	1.13.12.7-RXN // PWY-7913
RXN-13527	PWY-5748
RXN-21876	PWY-8207
ISOCHORMAT-RXN	PWY-5901
RXN-20352	
RXN-9787	PWY-6892
MTAMBARKMULTI-RXN	
RXN-11457	PWY-6511
RXN-11592	
RXN-9931	PWY-8437 // PWY-7513
2.4.1.26-RXN	
RXN-12728	PWY-6936
MIMOSINASE-RXN	
RXN-22900	
RXN-11876	PWY-8239 // PWY-8191
RXN0-2144	PWY-7858 // PWY0-862
RXN-8799	PWY-5531 // RXN-13852
4.1.2.42-RXN	
RXN-24410	PWY-8501
RXN-8417	
ALGINATE-SYNTHASE-RXN	PWY-6082 // PWY-6073
RXN-12223	PWY-6767
RXN-8501	PWY-5407
RXN-14422	PWY-7252
RXN-23522	PWY-6178 // RXN-23523
RXN66-184	PWY66-241
RXN-18042	PWY-7818
URACIL-DEHYDROGENASE-RXN	PWY-6426
RXN-16580	PWY-7659
RXN-17280	PWY-7743
RXN1G-294	PWYG-321
ARYL-ACYLAMIDASE-RXN	
RXN-16092	PWY-7599
RXN-12668	PWY-6920
O-SUCCINYLBENZOATE-COA-SYN-RXN	PWY-5837
RXN-17743	
RXN18C3-40	PWY18C3-11
3.1.3.43-RXN	
RXN-20743	
RXN-15186	
RXN-9610	PWY-5984
RXN-14776	PWY-7337
RXN-18317	
RXN-21681	PWY-8175
THYROID-HORMONE-AMINOTRANSFERASE-RXN	
RXN-12132	PWY-6707
RXN-12567	PWY-6863 // PWY0-1337
RXN-11047	
CARBOXYCYCLOHEXADIENYL-DEHYDRATASE-RXN	PWY-3462
RXN-10915	PWY-6342
RXN-11738	PWY-6638 // PWY-6637
RXN-7404	PWY-4922
RXN-14334	PWY-6806
RXN-16376	PWY-2467 // PWY-2229
2-OXOADIPATE-REDUCTASE-RXN	
RXN-11126	PWY-6409
CHALCONE-ISOMERASE-RXN	
RXN-14463	PWY-7275
RXN-22198	PWY-8238
RXN-21583	
RXN-20626	
RXN-24315	PWY-8490
RXN-12370	PWY-6802
6PFRUCTPHOS-RXN	PWY-7385 // GLYCOLYSIS // ANAGLYCOLYSIS-PWY // PWY-5484 // PWY-1861 // PWY-1042
RXN-23132	PWY-8366
RXN-7852	
DOPAMINE-BETA-MONOOXYGENASE-RXN	PWY66-301
PHOSPHORIBULOKINASE-RXN	CALVIN-PWY // PWY-5723
RXN-18875	RENILLA-LUCIFERIN-2-MONOOXYGENASE-RXN // PWY-7914
RXN-22769	
RXN-15398	
RXN-17051	PWY-7713
RXN-16711	
5-AMINOPENTANAMIDASE-RXN	PWY-5280
RXN-15518	
RXN-19182	RXN-19179
RXN1QP9-73	PWY1QP9-2
3.2.1.64-RXN	
RXN-21184	
RXN-12490	PWY0-1337 // PWY-7094
CARNITINAMIDASE-RXN	
RXN-24261	PWY-8483
RXN-11924	
RXN-14950	PWY0-501-1 // PWY-7382
UDP-GLUCOSE-46-DEHYDRATASE-RXN	PWY-3261 // RXN-5482
RXN-15249	PWY-6533
3-HYDROXYBUTYRYL-COA-DEHYDROGENASE-RXN	
RXN-17837	PWY-7797
RXN-16892	RXN-17120
RXN66-281	PWY-5670 // RXN-13162
RXN-10422	PWY-6216
RXN-24066	RXN-24064
RXN-19252	PWY-7953
SULFITE-REDUCTASE-FERREDOXIN-RXN	PWY1ZNC-1 // SULFMETII-PWY
RXN-6721	PWY-4201
RXN-1803	PWY-822
RXN-14863	
RXN-7719	1.2.1.25-RXN // 2KETO-3METHYLVALERATE-RXN // 2KETO-4METHYL-PENTANOATE-DEHYDROG-RXN // PWY-5046
RXN-23793	
RXN-7864	
RXN-12996	
RXN-23540	
RXN-22537	
RXN-17004	PWY-7708
GLYOXYLATE-REDUCTASE-NADP+-RXN	
RXN-13761	PWY-7911
ANTHRANILATE-N-BENZOYLTRANSFERASE-RXN	PWY-6323
RXN-16585	PWY-7660
RXN-11648	PWY-6581
RXN-11013	RXN-24287 // PWY-6381
2.5.1.32-RXN	PWY-6475 // PWY-7943 // RXN-19160 // PWY-6287 // RXN-13323
MORPHINE-6-DEHYDROGENASE-RXN	PWY-5270
RXN-15339	PWYG-321
RXN-11804	PWY-6655
RXN-23275	
RXN-18555	PWY-7869
RXN1F-19	PWY-735
RXN-13609	
URACIL-PRIBOSYLTRANS-RXN	PWY-7183
RXN-22250	PWY-8247
HAMAMELOSE-KINASE-RXN	
RXN-11649	PWY-6581
ORNITHINE-GLU-AMINOTRANSFERASE-RXN	ARGININE-SYN4-PWY // PWY-8187 // PWY-3341 // PWY-6922 // CITRULBIO-PWY // ARGASEDEG-PWY // ARG-PRO-PWY
HALOACETATE-DEHALOGENASE-RXN	
RXN-14228	
RXN-24096	
RXN-20676	PWY0-1337
RXN-24377	PWY-8498
35-CYCLIC-GMP-PHOSPHODIESTERASE-RXN	
RXN-13454	PWY-7055
RXN-15210	
ETHANOLAMINEPHOSPHOTRANSFERASE-RXN	PWY4FS-6
RXN0-6254	PWY-6476
RXN-14430	PWY-7255
RXN-15664	PWY-7531
CERAMIDE-GLUCOSYLTRANSFERASE-RXN	PWY-7841 // PWY-7839 // PWY-7838 // PWY-7836
ISOBUTYRYL-COA-MUTASE-RXN	
RXN-14539	
RXN-21502	PWY-8156
RXN-2945	PWY-6219
RXN-15854	PWY-6997
2.8.2.26-RXN	PWY-6199
RXN-16842	
RXN-18751	
RXN-13068	P181-PWY
RXN-22362	
HYDROXYBENZALDEHYDE-OXIDATION-NAD-RXN	PWY-5754 // PWY-6431 // 4-HYDROXYMANDELATE-DEGRADATION-PWY
RXN-23785	PWY-8442
2.3.1.163-RXN	
RXN-12340	
RXN-14346	PWY-7025
RXN-8052	PWY-1187
RXN-22171	PWY-8232
RXN1F-161	PWY-5034 // RXN-13189 // PWY-5047
RXN-21425	PWY-8147
RXN-22246	PWYI-14 // PWY-8245
RXN-18740	PWY-7899
RXN-8567	PWY-5426
RXN-16558	PWY-7656
RXN-23506	PWY-8400
SPERMACTRAN-RXN	PWY-6117
RXN-18153	PWY-7826
RXN-24263	PWY-8484 // RXN-24264
RXN-16140	PWY-7607
RXN-9605	PWY-5984
CASBENE-SYNTHASE-RXN	PWY-6304
3.2.1.75-RXN	
RXN-11808	PWY-6658
RXN-8683	PWY-5466
RXN-13101	PWY-6996
RXN-18727	PWY-7897
RXN-20411	PWY-7154
RXN-15043	PWY-7411 // PWY-7417
RXN-8425	
RXN-1485	
1.1.1.201-RXN	
RXN-20558	
RXN185E-52	PWY185E-6
RXN-18190	PWYQT-4450 // RXNQT-4173
RXN-21009	PWY-8104
1.3.1.19-RXN	PWY-5450
O-SUCCINYLBENZOATE-COA-LIG-RXN	PWY-5837
2.8.3.9-RXN	P163-PWY // PWY-6588
RXN6666-2	PWY6666-1
RXN-9845	PWY-6061
RXN-24031	PWY-8477
RXN-15913	PWY-7564
RXN-18854	
RXN-24322	PWY-8491
RXN-15064	PWY-7677 // PWY-7415
RXN-10708	PWY-735
RXN-23249	
RXN66-18	PWY66-3
RXN-8942	PWY-5736
RXN-15524	
RXN-17384	
1.13.11.16-RXN	HCAMHPDEG-PWY
RXN-9025	PWY-5941
RXN-22216	PWY-8243
RXN-14933	
RXN-10432	
RXN-15919	PWY-7565
ACYL-LYSINE-DEACYLASE-RXN	
RXN-17728	PWY-7782
RXN-11377	PWY-6483
RXN-16429	
RXN-13847	PWY-7151
GLYCOLALDREDUCT-RXN	PWY-8440 // PWY0-1280
RXN-11708	PWY-6626
RXN1R65-45	PWY-8423
RXN-21956	PWY-8236
RXN-10958	PWY-6367
MYO-INOSITOL-1-O-METHYLTRANSFERASE-RXN	
RXN-12892	
RXN-15013	PWY-8485 // PWY-7401 // CENTBENZCOA-PWY // OAHTHAUERA-RXN
RXN-18601	
RXN-22726	
RXN-9103	PWY-5801
RXN-20042	PWY-8024
RXN-18613	PWY-7878
RXN-11527	PWY-5733 // PWY-6540 // PWY-6669
RXN-23325	PWY-8387 // RXN-23328
RXN-3624	PWY-2321
RXN-11858	PWY-6829
RXN-15195	OCTOPAMINE-DEHYDRATASE-RXN
RXN-14327	PWY-7232
RXN-22851	RXN-22853
RXN-8458	PWY-5393
RXN-12471	
RXN-12108	PWY-7165 // PWY-6704
RXN-19306	PWY-7968
RXN-21347	
RXN-11244	RXN-21006 // PWY-8002 // PWY-7046 // PWY-6435
RXN-18828	PWY-8326 // RXN-22747 // RXN-18833 // RXN-22748 // PWY-7911 // RXN-18834
RXN-10931	PWY-6346
PHOSPHATIDYLINOSITOL-DEACYLASE-RXN	
RXN-10421	PWY-6216
RXN-23279	PWY-8381
LEUCINE--TRNA-LIGASE-RXN	TRNA-CHARGING-PWY
RXN-12759	
RXN66-182	PWY66-241
RXN-2622	PWY-6039 // PWY-361 // PWY-6673
RXN-18210	RXN-14986
RXN-1641	TRIGLSYN-PWY // PWY-7416
RXN-13636	
RXN-22136	PWY-8221
RXN-13818	PWY-7139
RXN-19682	PWY-8000 // RXN-19684
RXN-22954	
RXN8J2-191	PWY8J2-27
RXN-9350	RXN-13194 // PWY-5887
RXN-23032	PWY-8042
RXN-13456	PWY-7054
RXN-17030	PWY-7711
RXN-17119	PWY-7727
RXN-17038	PWY-7730
RXN-13799	PWY-7137
RXN-11739	RXN-19845 // PWY-6640
RXN-14859	
RXN-2207	
RXN-22060	
2.4.1.125-RXN	
RXN-11525	PWY-6539
RXN-9644	PWY0-1337 // PWY-5147 // PWY-6001
RXN-18436	RXN-8815 // PWY-5637
CYCLOMALTODEXTRINASE-RXN	PWY-6731 // PWY-6735
RXN-8318	PWY-762
RXN-14011	PWY-5321
RXN-15031	PWY-8184 // PWY-5109
RXN-14271	PWY-7656 // PWY-7654
TEICHOICSYN3-RXN	PWY-7815 // TEICHOICACID-PWY // PWY-7819 // PWY-7816
RXN66-627	PWY-5994
RXN-22482	PWY-8283
RXN-9857	PWY-6084
RXN-19014	
RXN-16064	PWY-7592 // PWY-7725
4.2.2.17-RXN	
RXN-17603	PWY-7779 // PWY-7778
RXN-19062	PWY-7929 // RXN-19063
1.14.13.78-RXN	PWY-7070 // PWY-5034 // RXN-13190 // PWY-5047
RXN-15610	PWY-7520
D-ARABINOKINASE-RXN	
RXN-12367	
RXN-5101	
RXN-23520	PWY-8397
