Pathways	Common-Name
PWY-5507	adenosylcobalamin biosynthesis I (anaerobic)
PWY-8379	sibiromycin biosynthesis
PWY-8416	CDP-ribitol biosynthesis
PWY-8280	stearate biosynthesis IV
PWY-2301	<i>myo</i>-inositol biosynthesis
PWY-6344	L-arginine degradation XIV (oxidative Stickland reaction)
PWY-1741	indole-3-acetate inactivation IX
PWY-6269	superpathway of adenosylcobalamin salvage from cobinamide II
PWY-7168	flavonol acylglucoside biosynthesis I - kaempferol derivatives
PWY18C3-5	&alpha;-tomatine degradation
PWY-5645	4-chloronitrobenzene degradation
PWY-8109	proline betaine degradation II
PWY-7185	UTP and CTP dephosphorylation I
PWY-6970	pyruvate decarboxylation to acetyl CoA II
PWY185E-5	decaprenyl phosphate 5'-methylthioxylose biosynthesis
PWY-7713	nivalenol biosynthesis
PWY-7470	phosphatidylcholine biosynthesis VII
PWY-7280	ternatin C3 biosynthesis
PWY-5379	B series fagopyritols biosynthesis
TRYPTOPHAN-DEGRADATION-1	L-tryptophan degradation III (eukaryotic)
PWY-7158	L-phenylalanine degradation V
TYRFUMCAT-PWY	L-tyrosine degradation I
PWY-7228	superpathway of guanosine nucleotides <i>de novo</i> biosynthesis I
PWY-5641	2-nitrotoluene degradation
PWY-6975	superpathway of erythromycin biosynthesis (without sugar biosynthesis)
PWY-6462	peptidoglycan cross-bridge biosynthesis III (<i>Enterococcus faecalis</i>)
PWY0-1309	chitobiose degradation
PWY-7987	vanchrobactin biosynthesis
PWY-7247	&beta;-D-glucuronide and D-glucuronate degradation
PWY-7521	3-(4-sulfophenyl)butanoate degradation
PWY-7119	ceramide and sphingolipid recycling and degradation (yeast)
PWY-5960	aflatoxins B<sub>2</sub> and G<sub>2</sub> biosynthesis
PWY-7747	diphenyl ethers degradation
PWY-5830	CDP-ascarylose biosynthesis
PWY-6778	laminaribiose degradation
PWY-722	nicotinate degradation I
PWY-5636	2-nitrophenol degradation
PWY-6831	pyrrolnitrin biosynthesis
PWY66-366	flavin salvage
PWY-6537	4-aminobutanoate degradation II
PWY-3561	choline biosynthesis III
PWY-7808	tetracycline resistance
PWY-7378	aminopropanol phosphate biosynthesis II
PWY-7462	3,3'-disulfanediyldipropannoate degradation
PWY-5121	superpathway of geranylgeranyl diphosphate biosynthesis II (via MEP)
PWY-5304	superpathway of sulfur oxidation (<i>Acidianus ambivalens</i>)
THIOSULFOX-PWY	thiosulfate oxidation I (to tetrathionate)
PWY-6718	sulfoacetaldehyde degradation III
PWY-6759	hydrogen production III
PWY-6518	bile acids epimerization
PWY-5832	CDP-paratose biosynthesis
PWY-6014	vernolate biosynthesis I
PWY-8300	D-cycloserine inhibition of pyridoxal 5'-phosphate
PWY-43	putrescine biosynthesis II
PWY-8340	isoorientin biosynthesis II
PWY-5283	L-lysine degradation V
PWY-7668	apicidin F biosynthesis
PWY0-1337	oleate &beta;-oxidation
PWY-5441	S-methyl-L-methionine cycle
PWY-5159	<i>trans</i>-4-hydroxy-L-proline degradation II
PWY-5521	L-ascorbate biosynthesis III (D-sorbitol pathway)
PWY-5663	<i>erythro</i>-tetrahydrobiopterin biosynthesis I
PWY-7587	oleate biosynthesis III (cyanobacteria)
PWY-8254	bile acids 7-O epimerization
PWY-7582	mercaptosuccinate degradation
PWY-5867	<i>t</i>-anethole biosynthesis
PWY-7922	protein <I>O</i>-mannosylation II (mammals, core M1 and core M2)
PWY-7940	lauryl-hydroxychlorobactene glucoside biosynthesis
PWY-6668	(<i>E,E</i>)-4,8,12-trimethyltrideca-1,3,7,11-tetraene biosynthesis
PWY-5472	bisbenzylisoquinoline alkaloid biosynthesis
PWY-6693	D-galactose degradation IV
PWY-7596	superpathway of stearidonate biosynthesis (cyanobacteria)
PWY-4942	sterculate biosynthesis
PWY-6497	D-galactarate degradation II
PWY-7554	heme <i>d</i><sub>1</sub> biosynthesis
PWY-7432	L-phenylalanine biosynthesis III (cytosolic, plants)
PWY-8289	dZTP biosynthesis
GLUTAMINDEG-PWY	L-glutamine degradation I
PWY-7518	atromentin biosynthesis
PWY-695	abscisic acid biosynthesis
PWY-5343	ajugose biosynthesis II (galactinol-independent)
PWY-7269	mitochondrial NADPH production (yeast)
PWY-8030	coptisine biosynthesis
PWY-7590	(7Z,10Z,13Z)-hexadecatrienoate biosynthesis
PWY-4841	UDP-&alpha;-D-glucuronate biosynthesis (from <i>myo</i>-inositol)
TREHALOSESYN-PWY	trehalose biosynthesis III
PWY-8305	methoxylated aromatic compound degradation II
GLUT-REDOX-PWY	glutathione-glutaredoxin redox reactions
PWY18C3-20	gentisate 5-<i>O</i>-&beta;-<i>D</i>-xylopyranoside biosynthesis
PWY-6446	benzoate biosynthesis III (CoA-dependent, non-&beta;-oxidative)
PWY-1882	superpathway of C1 compounds oxidation to CO<sub>2</sub>
PWY3O-246	(R,R)-butanediol degradation
PWY-6538	caffeine degradation III (bacteria, via demethylation)
P461-PWY	hexitol fermentation to lactate, formate, ethanol and acetate
PWY-6550	carbazole degradation
PWY-7739	aucuparin biosynthesis
PWY-7104	dTDP-&beta;-L-megosamine biosynthesis
PWY-5381	NAD salvage (plants)
PWY-8032	chloramphenicol biosynthesis
PWY-6519	8-amino-7-oxononanoate biosynthesis I
PWY18C3-10	triacylsucrose biosynthesis (<i>Solanum</i>)
PWY-7924	rubber degradation I
PWY-6254	santalene biosynthesis I
PWY-7439	dTDP-&beta;-L-evernitrose biosynthesis
PWY-7208	superpathway of pyrimidine nucleobases salvage
TOLUENE-DEG-2-OH-PWY	toluene degradation to 2-hydroxypentadienoate I (<I>via</I> <i>o</I>-cresol)
PWY0-1336	NADH to fumarate electron transfer
PWY-6400	melatonin degradation III
PWY-7214	baicalein degradation (hydrogen peroxide detoxification)
PWY-8107	methanogenesis from glycine betaine
PWY-4762	superpathway of choline biosynthesis
PWY-7398	coumarins biosynthesis (engineered)
UBISYN-PWY	superpathway of ubiquinol-8 biosynthesis (early decarboxylation)
PWY-7194	pyrimidine nucleobases salvage II
PWY-8058	2-deoxy-D-ribose degradation II
PWY-8407	fumagillin biosynthesis
TRESYN-PWY	trehalose biosynthesis I
PWY-8062	sulfoacetaldehyde degradation IV
PWY-7719	CMP-diacetamido-8-epilegionaminic acid biosynthesis
PWY-6053	dimethylsulfoniopropanoate biosynthesis III (algae and phytoplankton)
PWY-5807	heptaprenyl diphosphate biosynthesis
PWY-6364	D-<i>myo</i>-inositol (1,3,4)-trisphosphate biosynthesis
PWY-5674	nitrate reduction IV (dissimilatory)
PWY-4121	glutathionylspermidine biosynthesis
PWY-6629	superpathway of L-tryptophan biosynthesis
PWY-7930	pyoluteorin biosynthesis
PWY-241	C4 photosynthetic carbon assimilation cycle, NADP-ME type
PWY-1187	glucosinolate biosynthesis from homomethionine
PWY-6030	serotonin and melatonin biosynthesis I
PWY-5710	capsaicin biosynthesis
PWY-7670	fusaridione A biosynthesis
PWY-8247	(Kdo)<sub>2</sub>-lipid A biosynthesis (<i>P. gingivalis</i>)
PWY-5775	rotenoid biosynthesis I
PWY-6504	anthranilate degradation IV (aerobic)
PWY-5078	L-isoleucine degradation II
PWY-3982	uracil degradation I (reductive)
PWY-5634	superpathway of penicillin, cephalosporin and cephamycin biosynthesis
PWY-7002	4-hydroxyacetophenone degradation
PWY-7438	superpathway of dTDP-glucose-derived antibiotic building blocks biosynthesis
PWY-7677	rosamicin biosynthesis
PWY-5971	palmitate biosynthesis II (type II fatty acid synthase)
PWY-8045	cylindrospermopsin biosynthesis
PWY-7510	rhizocticin A and B biosynthesis
PWY-6425	rotenoid biosynthesis II
PWY-5647	2-nitrobenzoate degradation I
PWY-6612	superpathway of tetrahydrofolate biosynthesis
PWY-7917	pheomelanin biosynthesis
PWY-2941	L-lysine biosynthesis II
PWY-6613	tetrahydrofolate salvage from 5,10-methenyltetrahydrofolate
PWY-5789	3-hydroxypropanoate/4-hydroxybutanate cycle
PWY-3341	L-proline biosynthesis III (from L-ornithine)
PWY-7906	rhizobitoxine biosynthesis
PWY-6704	L-ascorbate degradation IV
PWY-8139	CDP-6-deoxy-D-gulose biosynthesis
PWY-7947	flexixanthin biosynthesis
PWY-3821	D-galactose detoxification
PWY-5473	hydroxycinnamic acid serotonin amides biosynthesis
PWY-8248	lipid A-core biosynthesis (<i>P. gingivalis</i>)
PWY-6735	starch degradation IV
PWY-6369	inositol diphosphates biosynthesis
PWY-8350	sulfoquinovose degradation VI
PWY-7230	ubiquinol-6 biosynthesis from 4-aminobenzoate (yeast)
PWY-6345	K-252 biosynthesis
PWY-6287	neurosporene biosynthesis
PWY-5081	L-tryptophan degradation VIII (to tryptophol)
PWY1G-0	mycothiol biosynthesis
PWY0-1471	uracil degradation III
PWY-2467	(+)-pisatin biosynthesis
PWY-7664	oleate biosynthesis IV (anaerobic)
PWY-7308	acrylonitrile degradation I
PWY-6968	trimethylamine degradation
PWY-4821	UDP-&alpha;-D-xylose biosynthesis
PWY-8093	D-apiose degradation II (to D-apionate)
PWY-6376	desferrioxamine B biosynthesis
PWY-5816	all <i>trans</i> undecaprenyl diphosphate biosynthesis
PWY-5483	pyruvate fermentation to acetate III
PWY-6803	phosphatidylcholine acyl editing
PWY-5926	afrormosin conjugates interconversion
PWY-7330	UDP-<i>N</i>-acetyl-&beta;-L-fucosamine biosynthesis
MENAQUINONESYN-PWY	menaquinol-8 biosynthesis
PWY-6352	3-phosphoinositide biosynthesis
PWY-5776	2-hydroxyphenazine biosynthesis
PWY-5984	rifamycin B biosynthesis
PWY-5100	pyruvate fermentation to acetate and lactate II
PWY-8346	GABA shunt II
PWY-5876	magnoflorine biosynthesis
PWY-5806	all-<i>trans</i>-decaprenyl diphosphate biosynthesis
PWY-5408	9-lipoxygenase and 9-hydroperoxide lyase pathway
ALANINE-DEG3-PWY	L-alanine degradation III
PWY-4621	arsenic detoxification (yeast)
ARG+POLYAMINE-SYN	superpathway of arginine and polyamine biosynthesis
PWY-7966	5-methoxy-6-methylbenzimidazolyl adenosylcobamide biosynthesis from adenosylcobinamide-GDP
PWY-5517	L-arabinose degradation III
PWY-6531	mannitol cycle
PWY-7493	paxilline and diprenylpaxilline biosynthesis
PWY-8208	<i>Salmonella enterica</i> serotype O:6,7 O antigen biosynthesis
PWY-6973	dTDP-&alpha;-D-olivose, dTDP-&alpha;-D-oliose and dTDP-&alpha;-D-mycarose biosynthesis
PWY-8359	taurine biosynthesis III
PWY-6578	8-amino-7-oxononanoate biosynthesis III
PWY-6008	baruol biosynthesis
PWY-8225	GDP-<i>N</i>-acetyl-&alpha;-D-perosamine biosynthesis
PWY-7511	protein ubiquitination
PWY18C3-25	superpathway of methylsalicylate metabolism
ALADEG-PWY	L-alanine degradation I
PWY0-1306	L-galactonate degradation
PWY-8443	cyclosporin A biosynthesis
PWY-8425	(2<i>S</i>)-ethylmalonyl-CoA biosynthesis
PWY-7461	hydroxycinnamate sugar acid ester biosynthesis
P661-PWY	dibenzo-<I>p</I>-dioxin degradation
PWY-8512	cytidine 3'-phospho-5'-diphosphoramidate biosynthesis
PWY-7613	GDP-6-deoxy-D-<i>manno</i>-heptose biosynthesis
PWY-6972	oleandomycin activation/inactivation
PWY-7569	arginomycin biosynthesis
PWY-5397	crocetin biosynthesis
PWY-6641	superpathway of sulfolactate degradation
PWY-6019	pseudouridine degradation
PWY-7822	chitin degradation III (Serratia)
PWY-4981	L-proline biosynthesis II (from arginine)
PWY-5717	superpathway of formononetin derivative biosynthesis
PWY-5136	fatty acid &beta;-oxidation II (plant peroxisome)
PWY-6505	L-tryptophan degradation XII (Geobacillus)
PWY-6546	brassinosteroids inactivation
PWY-6960	L-ascorbate degradation III
PWY-7029	terminal olefins biosynthesis II
PWY-5139	pelargonidin conjugates biosynthesis
PWY-8501	astragaloside biosynthesis
PWY-6943	testosterone and androsterone degradation to androstendione (aerobic)
P302-PWY	L-sorbose degradation
PWY-6404	superpathway of mycolyl-arabinogalactan-peptidoglycan complex biosynthesis
PWY-6893	thiamine diphosphate biosynthesis II (Bacillus)
PWY-6573	chondroitin sulfate degradation (metazoa)
PWY-7819	poly(3-O-&beta;-D-glucopyranosyl-<i>N</i>-acetylgalactosamine 1-phosphate) wall teichoic acid biosynthesis
PWY-5416	superpathway of diterpene resin acids biosynthesis
PWY-6270	isoprene biosynthesis I
PWY-8495	oscillamide Y biosynthesis
PWY-6405	Rapoport-Luebering glycolytic shunt
PWY-5697	allantoin degradation to ureidoglycolate I (urea producing)
PWY-6619	adenine and adenosine salvage VI
PWY-8256	bile acids 12-O-epimerization
PWY-5655	L-tryptophan degradation IX
P401-PWY	cyanide degradation
PWY0-1335	NADH to cytochrome <i>bo</i> oxidase electron transfer I
PWY-6642	(<i>R</i>)-cysteate degradation
PWY-2561	medicarpin conjugates interconversion
PWY-7772	&gamma;-resorcylate degradation II
PWY-7839	lacto-series glycosphingolipids biosynthesis
PWY-7053	docosahexaenoate biosynthesis I (lower eukaryotes)
PWY-5096	pyruvate fermentation to acetate and alanine
SUCSYN-PWY	sucrose biosynthesis I (from photosynthesis)
PWY-6421	arsenate detoxification IV (mycothiol)
PWY-8088	dipicolinate biosynthesis
PWY-7589	palmitoleate biosynthesis III (cyanobacteria)
PWY-7227	adenosine deoxyribonucleotides <i>de novo</i> biosynthesis I
PWY-7117	C4 photosynthetic carbon assimilation cycle, PEPCK type
PWY-5811	indole-3-acetate inactivation VII
PWY-5327	superpathway of L-lysine degradation
HISTSYN-PWY	L-histidine biosynthesis
PWY-7780	butane degradation
PWY-5796	malonate decarboxylase activation
DETOX1-PWY-1	reactive oxygen species degradation
PWY-8323	protein <i>N</i>-glycosylation processing of mannoproteins (<i>cis-Golgi</i>, yeast)
PWY-5979	3-amino-5-hydroxybenzoate biosynthesis
PWY0-1545	cardiolipin biosynthesis III
PWY-7267	anthocyanin biosynthesis (pelargonidin 3-<i>O</i>-glucoside)
PWY66-398	TCA cycle III (animals)
PWY-7602	icosapentaenoate biosynthesis V (8-desaturase, lower eukaryotes)
PWY-401	galactolipid biosynthesis I
PWY-6086	4-chloro-2-methylphenoxyacetate degradation
PWY-7897	flavonoid di-C-glucosylation
RIBITOLUTIL-PWY	ribitol degradation I
PWY-7989	acinetoferrin biosynthesis
PWY-6358	superpathway of D-<i>myo</i>-inositol (1,4,5)-trisphosphate metabolism
GALACTITOLCAT-PWY	galactitol degradation
PWY-8488	lipoprotein posttranslational modification (Gram-positive bacteria)
PWY-7994	dolabralexins biosynthesis
PWY-5279	sulfite oxidation II
PWY-4202	arsenic detoxification (mammals)
PWY-7120	esterified suberin biosynthesis
PWY-6952	glycerophosphodiester degradation
GLUTORN-PWY	L-ornithine biosynthesis I
PWY-5059	pinobanksin biosynthesis
THREOCAT-PWY	superpathway of L-threonine metabolism
PWY-7594	&gamma;-linolenate biosynthesis III (cyanobacteria)
PWY-6436	perillyl aldehyde biosynthesis
PWY-6549	nitrogen remobilization from senescing leaves
PWY-8505	4-acetamido-1<i>H</i>-pyrrole-2-carboxylate biosynthesis
PWY0-1577	hydrogen to dimethyl sulfoxide electron transfer
PWY2O6K-7	succinate to cytochrome <i>aa<sub>3</sub></i> oxidase electron transfer
PWY-6158	creatine phosphate biosynthesis
PWY-4281	L-proline biosynthesis IV
PWY-8101	arsenate detoxification II
PWY-8393	xylitol degradation II
PWY-6835	6-gingerol biosynthesis
PWY-6902	chitin degradation II (Vibrio)
PWY-5278	sulfite oxidation III
PWY-8374	antimycin biosynthesis
PWY-6527	stachyose degradation
PWY-6148	tetrahydromethanopterin biosynthesis
PWY-7726	(4Z,7Z,10Z,13Z,16Z)-docosapentaenoate biosynthesis (6-desaturase)
ARGDEG-PWY	superpathway of L-arginine, putrescine, and 4-aminobutanoate degradation
PWY-8431	L-mimosine degradation
PWY-6944	androstenedione degradation I (aerobic)
PWY-5001	1,3,6,7-tetrahydroxyxanthone biosynthesis (from benzoyl-CoA)
PWY-6822	&iota;-carrageenan degradation
HOMOSER-METSYN-PWY	L-methionine biosynthesis I
PWY-6261	thyroid hormone metabolism II (via conjugation and/or degradation)
PWY-6297	tuberonate glucoside biosynthesis
PWY-7193	pyrimidine ribonucleosides salvage I
ARABCAT-PWY	L-arabinose degradation I
TRIGLSYN-PWY	diacylglycerol and triacylglycerol biosynthesis
PWY-5648	2-nitrobenzoate degradation II
PWY-8276	4-aminobenzoate biosynthesis II
PWY-7407	aurachin A, B, C and D biosynthesis
PWY-8396	di-homo-&gamma;-linolenate metabolites biosynthesis
PWY-7154	ergosterol biosynthesis II
PWY-7033	alkane biosynthesis II
PWY-5692	allantoin degradation to glyoxylate II
PWY-5800	xylan biosynthesis
PWY-7921	protein <I>O</i>-mannosylation I (yeast)
PWY-6717	(1,4)-&beta;-D-xylan degradation
PWY-2841	cytokinins degradation
GALLATE-DEGRADATION-II-PWY	gallate degradation I
PWY-5188	uroporphyrinogen-III I (from glutamate)
PWY-7555	&alpha;-cyclopiazonate biosynthesis
PWY-5817	dodecaprenyl diphosphate biosynthesis
PWY-6655	xanthan biosynthesis
PWY-7993	&beta;-dihydromenaquinone-9 biosynthesis
PWY-5773	gossypol biosynthesis
PWY-7912	dinoflagellate bioluminescence
PWY-1264	taurine degradation II
PWY-6438	phenylphenalenone biosynthesis
PWY-7204	pyridoxal 5'-phosphate salvage II (plants)
PWY-6799	fatty acid biosynthesis initiation (plant mitochondria)
PWY-7881	virginiae butanolide type &gamma;-butyrolactones biosynthesis
PWY185E-9	mannose-capped lipoarabinomannan biosynthesis
PWY-8307	L-carnitine degradation IV
PWY0-1465	D-malate degradation
PWY-7458	violdelphin biosynthesis
PWY0-1315	L-lactaldehyde degradation (anaerobic)
PWY-8506	netropsin biosynthesis
POLYISOPRENSYN-PWY	polyisoprenoid biosynthesis (<i>E. coli</i>)
PWY-6471	peptidoglycan biosynthesis IV (<i>Enterococcus faecium</i>)
PWY-5733	germacrene biosynthesis
PWY-6590	superpathway of <i>Clostridium acetobutylicum</i> acidogenic fermentation
PWY-8114	branched-chain polyamines biosynthesis
PWY-7571	ferrichrome A biosynthesis
PWY-6379	alcaligin biosynthesis
PWY66-391	fatty acid &beta;-oxidation VI (mammalian peroxisome)
PWY-6758	hydrogen production II
PWY490-4	L-asparagine biosynthesis III (tRNA-dependent)
PWY-5326	sulfite oxidation IV (sulfite oxidase)
PWY-5966-1	fatty acid biosynthesis initiation (type I)
PWY-641	proanthocyanidins biosynthesis from flavanols
PWY-8182	valproate &beta;-oxidation
PWY-8035	streptovaricin biosynthesis
PWY-7355	doxorubicin biosynthesis
PWY-7340	9-<i>cis</i>, 11-<i>trans</i>-octadecadienoyl-CoA degradation (isomerase-dependent, yeast)
PWY-6544	superpathway of C28 brassinosteroid biosynthesis
PWY-5516	D-xylose degradation II
PWY-5147	oleate biosynthesis I (plants)
PWY-7799	Arg/N-end rule pathway (eukaryotic)
PWY-5703	urea degradation I
P621-PWY	nylon-6 oligomer degradation
PWY-6333	acetaldehyde biosynthesis I
PWY-7338	10-<i>trans</i>-heptadecenoyl-CoA degradation (reductase-dependent, yeast)
PWY-7467	UDP-2-acetamido-4-amino-2,4,6-trideoxy-&alpha;-D-galactose biosynthesis
PWY-5852	demethylmenaquinol-8 biosynthesis I
GLUTAMATE-DEG1-PWY	L-glutamate degradation I
P441-PWY	superpathway of <i>N</i>-acetylneuraminate degradation
PWY-5313	superpathway of anthocyanin biosynthesis (from cyanidin and cyanidin 3-<i>O</i>-glucoside)
PWY-7200	superpathway of pyrimidine deoxyribonucleoside salvage
PWY-7149	superpathway of polymethylated quercetin/quercetagetin glucoside biosynthesis (Chrysosplenium)
PWY-8236	<i>Salmonella enterica</i> serotype O:39 O antigen biosynthesis
PWY-5074	mevalonate degradation
PWY-7543	5-<i>N</i>-acetylardeemin biosynthesis
DAPLYSINESYN-PWY	L-lysine biosynthesis I
PWY-8302	<i>S</i>-(6-hydroxy-4-methylhexan-4-yl)-L-cysteinylglycine degradation
PWY-5046	2-oxoisovalerate decarboxylation to isobutanoyl-CoA
PWY-8168	<i>bis</i>(guanylyl tungstenpterin) cofactor biosynthesis
PWY-7520	terrequinone A biosynthesis
PWY-5352	thiosulfate disproportionation II (cytochrome)
PWY-5125	anthocyanin biosynthesis
PWY-8511	NAD biosynthesis from nicotinamide II (deamidated pathway)
P23-PWY	reductive TCA cycle I
PWY-7210	pyrimidine deoxyribonucleotides biosynthesis from CTP
PWY-7716	penicillin G and penicillin V biosynthesis
PWY-7027	hentriaconta-3,6,9,12,15,19,22,25,28-nonaene biosynthesis
PWY-6057	dimethylsulfide to cytochrome <i>c</i><sub>2</sub> electron transfer
PWY-7918	protein <i>N</i>-glycosylation processing phase (endoplasmic reticulum, yeast)
PWY-5137	fatty acid &beta;-oxidation III (unsaturated, odd number)
PWY-6216	3-chlorobenzoate degradation II (via protocatechuate)
PWY-8279	palmitate biosynthesis III
PWY-6507	4-deoxy-L-<i>threo</i>-hex-4-enopyranuronate degradation
PWY-7632	hinokiresinol biosynthesis
PWY-7657	dTDP-&beta;-L-digitoxose biosynthesis
P581-PWY	thiocyanate degradation I
PWY-8494	anabaenopeptin A biosynthesis
PWY66-3	cholesterol biosynthesis II (via 24,25-dihydrolanosterol)
PWY-5754	4-hydroxybenzoate biosynthesis I (eukaryotes)
PWY-6986	alginate degradation
PWY-5538	pyruvate fermentation to acetate VI
PWY-5421	dehydroabietic acid biosynthesis
PWY-5898	superpathway of menaquinol-12 biosynthesis
PWY-6568	dermatan sulfate biosynthesis
ALKANEMONOX-PWY	two-component alkanesulfonate monooxygenase
PWY-7701	4-hydroxy-4-methyl-L-glutamate biosynthesis
PWY1F-823	leucopelargonidin and leucocyanidin biosynthesis
PWY-6753	<i>S</i>-methyl-5'-thioadenosine degradation III
PWYQT-4471	glucosinolate biosynthesis from dihomomethionine
PWY-8019	2-hydroxyparaconate and itatartarate biosynthesis
PWY-8148	NADP biosynthesis
PWY-8006	plant arabinogalactan type II degradation
PWY-5353	arachidonate biosynthesis I (6-desaturase, lower eukaryotes)
PWY-782	glycolipid desaturation
PWY-6936	seleno-amino acid biosynthesis (plants)
PWY-5864	superpathway of plastoquinol biosynthesis
PWY-8423	<i>Salmonella typhimurium</i> LT2 lipopolysaccharide biosynthesis (final steps)
PWY-5277	thiosulfate disproportionation I (thiol-dependent)
PWY-7821	tunicamycin biosynthesis
PWY-7814	dTDP-L-daunosamine biosynthesis
PWY-7598	&alpha;-linolenate biosynthesis II (cyanobacteria)
PWY-7279	aerobic respiration II (cytochrome c) (yeast)
PWY-3042	phaseollin biosynthesis
PWY0-1299	arginine dependent acid resistance
PWY-7164	chlorophyll <i>a</i> degradation III
PWY-6826	phosphatidylcholine biosynthesis VI
FAO-PWY	fatty acid &beta;-oxidation I (generic)
PWY-8377	lactate fermentation to acetate, CO<sub>2</sub> and hydrogen (<i>Desulfovibrionales</i>)
ACETOACETATE-DEG-PWY	acetoacetate degradation (to acetyl CoA)
PWY-7660	tryptoquialanine biosynthesis
PWY66-430	tetradecanoate biosynthesis (mitochondria)
PWY-7445	luteolin triglucuronide degradation
PWY-5036	gibberellin biosynthesis II (early C-3 hydroxylation)
PWY-6931	seleno-amino acid detoxification and volatilization I
PWY-6372	1D-<i>myo</i>-inositol hexakisphosphate biosynthesis IV (<i>Dictyostelium</i>)
PWY-7096	triclosan resistance
P345-PWY	aldoxime degradation
PWY-6540	costunolide biosynthesis
PWY-8456	tetrahydrosarcinapterin biosynthesis
PWY-5067	glycogen biosynthesis II (from UDP-D-Glucose)
PWY-6486	D-galacturonate degradation II
PWY-7110	superpathway of megalomicin A biosynthesis
PWY-7607	meleagrin biosynthesis
PWY-6670	citronellol degradation
PWYQT-4427	sulfoquinovosyl diacylglycerol biosynthesis
PWY-7526	fumitremorgin A biosynthesis
PWY-5044	purine nucleotides degradation I (plants)
PWY-4201	volatile cinnamoic ester biosynthesis
PWY66-392	lipoxin biosynthesis
PWY-6754	<i>S</i>-methyl-5'-thioadenosine degradation I
PWY-7796	pentose phosphate pathway (oxidative branch) II
PWY-6953	dTDP-3-acetamido-&alpha;-D-fucose biosynthesis
PWY-5087	L-glutamate degradation VI (to pyruvate)
GLYCEROLMETAB-PWY	glycerol degradation V
KDOSYN-PWY	Kdo transfer to lipid IV<sub>A</sub> (<i>E. coli</i>)
PWY-5412	levopimaric acid biosynthesis
PWY-6795	diacylglyceryl-<i>N,N,N</i>-trimethylhomoserine biosynthesis
PWY-8091	D-apionate degradation I (xylose isomerase family decarboxylase)
PWY-5409	divinyl ether biosynthesis II
PWY-5101	L-isoleucine biosynthesis II
PWY-5920	superpathway of heme <i>b</i> biosynthesis from glycine
PWY-8042	acylceramide biosynthesis and processing
PWY3O-1743	D-mannose degradation II
PWY-7810	chlorotetracycline biosynthesis
PWY-8473	superpathway of protocatechuate degradation (<i>para</i>-cleavage)
PWY-2661	trehalose biosynthesis V
PWY-7415	tylosin biosynthesis
PWY-7896	isoniazid activation
PWY-7026	terminal olefins biosynthesis I
PWY-7801	N-end rule pathway I (prokaryotic)
PWY-5458	methylglyoxal degradation V
PWY-5815	rubber biosynthesis
PWY-7442	drosopterin and aurodrosopterin biosynthesis
PWY-7565	aspyridone A biosynthesis
PWY-1641	methane oxidation to methanol I
PWY-6773	1,3-&beta;-D-glucan biosynthesis
PWY-5825	dalpatein and dalnigrein biosynthesis
PWY-7084	nitrifier denitrification
PWY-6752	<i>ortho</i>-quinones biosynthesis
PWY-6223	gentisate degradation I
PHENOLDEG-PWY	phenol degradation II (anaerobic)
PWY-7074	phenylethanol glycoconjugate biosynthesis
PWY-5176	coumarin biosynthesis (via 2-coumarate)
PWY-7114	tea aroma glycosidic precursor bioactivation
PWY-3022	linamarin biosynthesis
PWY-7537	superpathway of fumitremorgin biosynthesis
PWY-7363	papaverine biosynthesis
GLUDEG-II-PWY	L-glutamate degradation VII (to butanoate)
PWY-5860	superpathway of demethylmenaquinol-6 biosynthesis I
PWY-7730	T-2 toxin biosynthesis
PWY-6512	hydrogen oxidation III (anaerobic, NADP)
RHAMCAT-PWY	L-rhamnose degradation I
PWY-8410	representative whole plasma arachidonate-derived icosanoids I
PWY-5494	(R)-lactate fermentation to propanoate II (acrylate pathway)
PWY-7933	superpathway of polybrominated aromatic compound biosynthesis
CRNFORCAT-PWY	creatinine degradation I
PWY-8122	mycofactocin biosynthesis
PWY-6351	D-<i>myo</i>-inositol (1,4,5)-trisphosphate biosynthesis
PWY-1901	aurone biosynthesis
P222-PWY	sulfide oxidation I (to sulfur globules)
SULFATE-CYS-PWY	superpathway of sulfate assimilation and cysteine biosynthesis
UDPNACETYLGALSYN-PWY	UDP-<i>N</i>-acetyl-D-glucosamine biosynthesis II
PWY-6900	(<i>Z</i>)-butanethial-<i>S</i>-oxide biosynthesis
PWY-6377	&alpha;-tocopherol degradation
PWY-7752	gadusol biosynthesis
PWY-7475	des-methyl avenacin A-1 biosynthesis
PWY-6830	superpathway of methanogenesis
PWY-5362	sapienate biosynthesis
PWY-7367	phosphatidylcholine resynthesis via glycerophosphocholine
PWY-5737	(5<i>R</i>)-carbapenem carboxylate biosynthesis
PWY-5404	betaxanthin biosynthesis (via dopaxanthin)
P21-PWY	pentose phosphate pathway (partial)
P641-PWY	phenylmercury acetate degradation
PWY-6614	tetrahydrofolate biosynthesis I
PWY-7388	octanoyl-[acyl-carrier protein] biosynthesis (mitochondria, yeast)
GLYCOLYSIS	glycolysis I (from glucose 6-phosphate)
PWY-6435	4-hydroxybenzoate biosynthesis III (plants)
PWY-922	mevalonate pathway I (eukaryotes and bacteria)
PWY-5822	trichloroethene degradation
PWY-5320	kaempferol glycoside biosynthesis (Arabidopsis)
PWY-5294	superpathway of sulfide oxidation (<i>Acidithiobacillus ferrooxidans</i>)
PWY-7694	zwittermicin A biosynthesis
